x,rho
0.529,3.8571364596478035
0.531,3.857136464803283
0.533,3.8571364699558774
0.535,3.8571364751055803
0.537,3.857136480252388
0.539,3.8571364853963033
0.541,3.857136490537322
0.543,3.857136495675432
0.545,3.8571365008106326
0.547,3.8571365059429215
0.549,3.8571365110722984
0.551,3.857136516198762
0.553,3.857136521322314
0.555,3.857136526442952
0.557,3.8571365315606805
0.559,3.857136536675498
0.561,3.8571365417874053
0.5630000000000001,3.8571365468963994
0.5650000000000001,3.8571365520024816
0.5670000000000001,3.857136557105655
0.5690000000000001,3.857136562205927
0.5710000000000001,3.8571365673033084
0.5730000000000001,3.8571365723977915
0.5750000000000001,3.8571365774893738
0.5770000000000001,3.8571365825780615
0.579,3.8571365876638612
0.581,3.8571365927467727
0.583,3.857136597826797
0.585,3.857136602903927
0.587,3.8571366079781693
0.589,3.8571366130495277
0.591,3.8571366181179996
0.593,3.857136623183591
0.595,3.8571366282463053
0.597,3.8571366333061334
0.599,3.8571366383630905
0.601,3.857136643417167
0.603,3.85713664846836
0.605,3.8571366535166773
0.607,3.857136658562117
0.609,3.8571366636046878
0.611,3.857136668644385
0.613,3.857136673681213
0.615,3.8571366787151704
0.617,3.85713668374626
0.619,3.8571366887744847
0.621,3.857136693799848
0.623,3.857136698822355
0.625,3.8571367038420097
0.627,3.857136708858802
0.629,3.85713671387273
0.631,3.8571367188838024
0.633,3.8571367238920167
0.635,3.8571367288973613
0.637,3.857136733899843
0.639,3.8571367388994546
0.641,3.8571367438962008
0.643,3.8571367488900865
0.645,3.8571367538811105
0.647,3.8571367588692684
0.649,3.8571367638545593
0.651,3.857136768836984
0.653,3.8571367738165416
0.655,3.8571367787932327
0.657,3.8571367837670505
0.659,3.8571367887380004
0.661,3.857136793706084
0.663,3.857136798671295
0.665,3.8571368036336366
0.667,3.8571368085931135
0.669,3.857136813549721
0.671,3.857136818503463
0.673,3.857136823454337
0.675,3.857136828402344
0.677,3.8571368333474907
0.679,3.857136838289774
0.681,3.8571368432292097
0.683,3.8571368481658035
0.685,3.8571368530995613
0.687,3.857136858030493
0.6890000000000001,3.857136862958606
0.6910000000000001,3.857136867883915
0.6930000000000001,3.857136872806427
0.6950000000000001,3.8571368777261337
0.6970000000000001,3.857136882643046
0.6990000000000001,3.8571368875571665
0.7010000000000001,3.8571368924685037
0.7030000000000001,3.8571368973770537
0.705,3.857136902282818
0.707,3.8571369071858004
0.709,3.857136912085996
0.711,3.8571369169834
0.713,3.857136921878021
0.715,3.8571369267698654
0.717,3.8571369316589337
0.719,3.8571369365452353
0.721,3.8571369414287706
0.723,3.8571369463095473
0.725,3.857136951187561
0.727,3.8571369560628033
0.729,3.857136960935281
0.731,3.8571369658049934
0.733,3.857136970671935
0.735,3.8571369755361053
0.737,3.8571369803974953
0.739,3.857136985256107
0.741,3.857136990111936
0.743,3.8571369949649807
0.745,3.857136999815239
0.747,3.857137004662708
0.749,3.8571370095073827
0.751,3.857137014349267
0.753,3.8571370191883623
0.755,3.857137024024665
0.757,3.8571370288581766
0.759,3.8571370336889004
0.761,3.857137038516831
0.763,3.8571370433419645
0.765,3.8571370481642973
0.767,3.8571370529838283
0.769,3.8571370578005517
0.771,3.8571370626144628
0.773,3.857137067425555
0.775,3.857137072233833
0.777,3.857137077039294
0.779,3.8571370818419557
0.781,3.8571370866418238
0.783,3.8571370914388985
0.785,3.8571370962331843
0.787,3.8571371010246853
0.789,3.857137105813401
0.791,3.857137110599327
0.793,3.857137115382466
0.795,3.857137120162811
0.797,3.8571371249403588
0.799,3.857137129715113
0.801,3.8571371344870804
0.803,3.8571371392562597
0.805,3.8571371440226447
0.807,3.8571371487862454
0.809,3.8571371535470647
0.811,3.857137158305116
0.8130000000000001,3.8571371630604028
0.8150000000000001,3.8571371678129296
0.8170000000000001,3.857137172562705
0.8190000000000001,3.85713717730973
0.8210000000000001,3.857137182053997
0.8230000000000001,3.857137186795502
0.8250000000000001,3.857137191534241
0.8270000000000001,3.8571371962702137
0.8290000000000001,3.8571372010034093
0.8310000000000001,3.8571372057338222
0.8330000000000001,3.8571372104614396
0.835,3.857137215186261
0.837,3.8571372199082963
0.839,3.857137224627543
0.841,3.857137229343993
0.843,3.8571372340576424
0.845,3.8571372387684835
0.847,3.857137243476513
0.849,3.8571372481817257
0.851,3.857137252884122
0.853,3.8571372575837
0.855,3.8571372622804585
0.857,3.8571372669743993
0.859,3.8571372716655223
0.861,3.8571372763538236
0.863,3.8571372810393005
0.865,3.8571372857219575
0.867,3.8571372904017953
0.869,3.8571372950788096
0.871,3.8571372997530013
0.873,3.85713730442437
0.875,3.857137309092909
0.877,3.8571373137586202
0.879,3.857137318421507
0.881,3.85713732308156
0.883,3.857137327738783
0.885,3.857137332393172
0.887,3.857137337044719
0.889,3.8571373416934214
0.891,3.8571373463392704
0.893,3.8571373509822617
0.895,3.8571373556223842
0.897,3.8571373602596384
0.899,3.8571373648940352
0.901,3.8571373695255757
0.903,3.85713737415425
0.905,3.8571373787800702
0.907,3.857137383403037
0.909,3.8571373880231614
0.911,3.8571373926404413
0.913,3.8571373972548813
0.915,3.8571374018664866
0.917,3.857137406475255
0.919,3.85713741108119
0.921,3.8571374156842957
0.923,3.8571374202845607
0.925,3.8571374248819814
0.927,3.8571374294765532
0.929,3.8571374340682603
0.931,3.857137438657105
0.933,3.857137443243085
0.935,3.8571374478262044
0.937,3.8571374524064734
0.9390000000000001,3.857137456983891
0.9410000000000001,3.857137461558453
0.9430000000000001,3.857137466130165
0.9450000000000001,3.8571374706990302
0.9470000000000001,3.8571374752650502
0.9490000000000001,3.8571374798282285
0.9510000000000001,3.857137484388566
0.9530000000000001,3.857137488946062
0.9550000000000001,3.857137493500717
0.9570000000000001,3.8571374980525257
0.9590000000000001,3.857137502601484
0.961,3.85713750714759
0.963,3.8571375116908406
0.965,3.857137516231227
0.967,3.8571375207687493
0.969,3.8571375253034073
0.971,3.8571375298351938
0.973,3.8571375343640995
0.975,3.8571375388901252
0.977,3.857137543413277
0.979,3.8571375479335597
0.981,3.8571375524509826
0.983,3.8571375569655437
0.985,3.8571375614772485
0.987,3.8571375659861022
0.989,3.857137570492096
0.991,3.857137574995235
0.993,3.857137579495525
0.995,3.8571375839929707
0.997,3.8571375884875665
0.999,3.8571375929793112
1.001,3.857137597468197
1.003,3.8571376019542227
1.005,3.8571376064373903
1.007,3.8571376109176985
1.009,3.8571376153951547
1.011,3.8571376198697567
1.013,3.8571376243415116
1.015,3.857137628810419
1.017,3.85713763327648
1.019,3.8571376377396995
1.021,3.857137642200071
1.023,3.8571376466575837
1.025,3.8571376511122497
1.027,3.8571376555640717
1.029,3.8571376600130463
1.031,3.8571376644591666
1.033,3.857137668902444
1.035,3.857137673342884
1.037,3.8571376777804898
1.039,3.8571376822152748
1.041,3.857137686647239
1.043,3.857137691076389
1.045,3.8571376955027237
1.047,3.8571376999262466
1.049,3.857137704346963
1.051,3.8571377087648773
1.053,3.857137713179995
1.055,3.857137717592321
1.057,3.8571377220018523
1.059,3.8571377264085975
1.061,3.8571377308125587
1.063,3.8571377352137346
1.065,3.8571377396121274
1.067,3.8571377440077304
1.069,3.857137748400536
1.071,3.8571377527905377
1.073,3.857137757177746
1.075,3.8571377615621607
1.077,3.8571377659437864
1.079,3.8571377703226357
1.081,3.8571377746987072
1.083,3.857137779072
1.085,3.857137783442522
1.087,3.8571377878102737
1.089,3.857137792175259
1.091,3.8571377965374816
1.093,3.857137800896935
1.095,3.857137805253629
1.097,3.8571378096075564
1.099,3.8571378139587194
1.101,3.857137818307122
1.103,3.857137822652773
1.105,3.85713782699567
1.107,3.857137831335818
1.109,3.857137835673219
1.111,3.857137840007871
1.113,3.8571378443397797
1.115,3.857137848668948
1.117,3.857137852995372
1.119,3.8571378573190462
1.121,3.8571378616399805
1.123,3.857137865958176
1.125,3.857137870273638
1.127,3.8571378745863747
1.129,3.8571378788963884
1.131,3.857137883203675
1.133,3.857137887508245
1.135,3.8571378918101034
1.137,3.8571378961092573
1.139,3.857137900405712
1.141,3.8571379046994707
1.143,3.857137908990541
1.145,3.8571379132789247
1.147,3.85713791756463
1.149,3.8571379218476523
1.151,3.8571379261279937
1.153,3.8571379304056443
1.1549999999999998,3.857137934680605
1.1569999999999998,3.857137938952874
1.1589999999999998,3.8571379432224417
1.1609999999999998,3.857137947489303
1.1629999999999998,3.85713795175346
1.1649999999999998,3.857137956014918
1.1669999999999998,3.857137960273672
1.1689999999999998,3.8571379645297186
1.1709999999999998,3.8571379687830603
1.1729999999999998,3.8571379730337028
1.1749999999999998,3.8571379772816523
1.1769999999999998,3.8571379815269125
1.1789999999999998,3.857137985769486
1.1809999999999998,3.8571379900093743
1.1829999999999998,3.85713799424658
1.1849999999999998,3.8571379984810967
1.1869999999999998,3.8571380027129347
1.1889999999999998,3.8571380069420917
1.1909999999999998,3.8571380111685607
1.1929999999999998,3.8571380153923447
1.1949999999999998,3.8571380196134464
1.1969999999999998,3.8571380238318658
1.1989999999999998,3.857138028047606
1.2009999999999998,3.857138032260673
1.2029999999999998,3.8571380364710635
1.2049999999999998,3.8571380406787843
1.2069999999999999,3.8571380448838295
1.2089999999999999,3.857138049086205
1.2109999999999999,3.8571380532859165
1.2129999999999999,3.85713805748297
1.2149999999999999,3.857138061677366
1.2169999999999999,3.8571380658691097
1.2189999999999999,3.8571380700581934
1.2209999999999999,3.857138074244626
1.2229999999999999,3.8571380784284126
1.2249999999999999,3.8571380826095516
1.2269999999999999,3.857138086788052
1.2289999999999999,3.857138090963911
1.2309999999999999,3.857138095137124
1.2329999999999999,3.8571380993076967
1.2349999999999999,3.857138103475625
1.2369999999999999,3.857138107640909
1.2389999999999999,3.8571381118035526
1.2409999999999999,3.8571381159635565
1.2429999999999999,3.8571381201209203
1.2449999999999999,3.857138124275649
1.2469999999999999,3.8571381284277444
1.2489999999999999,3.857138132577201
1.251,3.857138136724018
1.253,3.8571381408681926
1.255,3.85713814500973
1.257,3.857138149148629
1.259,3.8571381532848945
1.261,3.85713815741853
1.263,3.8571381615495475
1.265,3.8571381656779473
1.267,3.8571381698037244
1.269,3.857138173926874
1.271,3.8571381780474048
1.273,3.857138182165316
1.275,3.8571381862806065
1.277,3.8571381903932704
1.279,3.8571381945033103
1.281,3.85713819861072
1.283,3.8571382027154946
1.285,3.8571382068176328
1.287,3.857138210917133
1.289,3.8571382150139963
1.291,3.8571382191082293
1.293,3.857138223199831
1.295,3.8571382272888073
1.297,3.857138231375154
1.299,3.8571382354588715
1.301,3.857138239539968
1.303,3.8571382436184436
1.305,3.857138247694309
1.307,3.857138251767564
1.309,3.857138255838214
1.311,3.8571382599062596
1.313,3.8571382639717027
1.315,3.8571382680345505
1.317,3.8571382720947986
1.319,3.857138276152442
1.321,3.8571382802074847
1.323,3.8571382842599324
1.325,3.8571382883097853
1.327,3.8571382923570403
1.329,3.857138296401697
1.331,3.8571383004437614
1.333,3.8571383044832337
1.335,3.857138308520117
1.337,3.857138312554412
1.339,3.8571383165861306
1.341,3.8571383206152703
1.343,3.857138324641829
1.345,3.8571383286658114
1.347,3.857138332687225
1.349,3.8571383367060648
1.351,3.8571383407223236
1.353,3.857138344735997
1.355,3.8571383487470907
1.357,3.8571383527555962
1.359,3.8571383567615154
1.361,3.8571383607648513
1.363,3.8571383647656003
1.365,3.8571383687637675
1.367,3.8571383727593602
1.369,3.8571383767523817
1.371,3.8571383807428377
1.373,3.857138384730732
1.375,3.8571383887160704
1.377,3.857138392698861
1.379,3.857138396679115
1.381,3.857138400656826
1.383,3.857138404631995
1.385,3.857138408604635
1.387,3.857138412574739
1.389,3.8571384165423126
1.391,3.857138420507361
1.393,3.857138424469888
1.395,3.8571384284298866
1.397,3.8571384323873605
1.399,3.8571384363423173
1.401,3.857138440294753
1.403,3.857138444244669
1.405,3.8571384481920643
1.407,3.8571384521369385
1.4089999999999998,3.857138456079296
1.4109999999999998,3.857138460019137
1.4129999999999998,3.8571384639564705
1.4149999999999998,3.8571384678912985
1.4169999999999998,3.857138471823625
1.4189999999999998,3.8571384757534553
1.4209999999999998,3.8571384796807937
1.4229999999999998,3.8571384836056453
1.4249999999999998,3.857138487528012
1.4269999999999998,3.85713849144789
1.4289999999999998,3.8571384953652843
1.4309999999999998,3.8571384992801967
1.4329999999999998,3.85713850319264
1.4349999999999998,3.857138507102625
1.4369999999999998,3.8571385110101573
1.4389999999999998,3.857138514915239
1.4409999999999998,3.8571385188178815
1.4429999999999998,3.8571385227180897
1.4449999999999998,3.857138526615868
1.4469999999999998,3.8571385305112185
1.4489999999999998,3.857138534404139
1.4509999999999998,3.857138538294629
1.4529999999999998,3.857138542182689
1.4549999999999998,3.8571385460683185
1.4569999999999999,3.857138549951525
1.4589999999999999,3.8571385538323093
1.4609999999999999,3.8571385577106683
1.4629999999999999,3.857138561586614
1.4649999999999999,3.857138565460149
1.4669999999999999,3.8571385693312714
1.4689999999999999,3.857138573199992
1.4709999999999999,3.857138577066314
1.4729999999999999,3.857138580930235
1.4749999999999999,3.8571385847917603
1.4769999999999999,3.8571385886508955
1.4789999999999999,3.8571385925076385
1.4809999999999999,3.857138596362
1.4829999999999999,3.857138600213975
1.4849999999999999,3.8571386040635716
1.4869999999999999,3.8571386079107906
1.4889999999999999,3.857138611755636
1.4909999999999999,3.8571386155981107
1.4929999999999999,3.857138619438222
1.4949999999999999,3.8571386232759703
1.4969999999999999,3.8571386271113504
1.4989999999999999,3.8571386309443594
1.501,3.857138634775002
1.503,3.857138638603279
1.505,3.8571386424291987
1.507,3.8571386462527593
1.509,3.857138650073964
1.511,3.8571386538928176
1.513,3.857138657709321
1.515,3.85713866152347
1.517,3.8571386653352646
1.519,3.8571386691447067
1.521,3.857138672951793
1.523,3.85713867675652
1.525,3.857138680558888
1.527,3.8571386843588917
1.529,3.8571386881565304
1.531,3.857138691951819
1.533,3.8571386957447573
1.535,3.8571386995353447
1.537,3.8571387033235816
1.539,3.857138707109478
1.541,3.8571387108930253
1.543,3.8571387146742224
1.545,3.8571387184530708
1.547,3.8571387222295725
1.549,3.8571387260037375
1.551,3.8571387297755613
1.553,3.857138733545053
1.555,3.8571387373122192
1.557,3.857138741077065
1.559,3.8571387448395966
1.561,3.8571387485998083
1.563,3.857138752357702
1.565,3.85713875611329
1.567,3.8571387598665754
1.569,3.8571387636175594
1.571,3.8571387673662376
1.573,3.857138771112609
1.575,3.8571387748566726
1.577,3.857138778598428
1.579,3.857138782337868
1.581,3.8571387860749944
1.583,3.857138789809809
1.585,3.8571387935423087
1.587,3.8571387972724884
1.589,3.857138801000351
1.591,3.857138804725899
1.593,3.857138808449136
1.595,3.857138812170063
1.597,3.857138815888675
1.599,3.8571388196049647
1.601,3.8571388233189317
1.603,3.8571388270305795
1.605,3.8571388307399075
1.607,3.8571388344469164
1.609,3.8571388381516054
1.611,3.857138841853978
1.613,3.8571388455540294
1.615,3.8571388492517644
1.617,3.857138852947178
1.619,3.857138856640272
1.621,3.8571388603310464
1.623,3.857138864019497
1.625,3.857138867705624
1.627,3.8571388713894224
1.629,3.8571388750708953
1.631,3.857138878750043
1.633,3.8571388824268626
1.635,3.8571388861013602
1.637,3.857138889773538
1.639,3.8571388934434054
1.641,3.8571388971109637
1.643,3.857138900776208
1.645,3.8571389044391347
1.647,3.8571389080997434
1.649,3.8571389117580357
1.651,3.8571389154140063
1.653,3.8571389190676477
1.655,3.8571389227189656
1.657,3.857138926367958
1.659,3.8571389300146195
1.661,3.8571389336589466
1.663,3.8571389373009475
1.665,3.8571389409406245
1.6669999999999998,3.857138944577976
1.6689999999999998,3.8571389482130023
1.6709999999999998,3.8571389518457164
1.6729999999999998,3.8571389554761226
1.6749999999999998,3.857138959104218
1.6769999999999998,3.8571389627300037
1.6789999999999998,3.85713896635348
1.6809999999999998,3.8571389699746423
1.6829999999999998,3.8571389735934964
1.6849999999999998,3.857138977210042
1.6869999999999998,3.8571389808242795
1.6889999999999998,3.8571389844362067
1.6909999999999998,3.8571389880458256
1.6929999999999998,3.8571389916531342
1.6949999999999998,3.8571389952581385
1.6969999999999998,3.857138998860833
1.6989999999999998,3.85713900246122
1.7009999999999998,3.857139006059294
1.7029999999999998,3.8571390096550657
1.7049999999999998,3.857139013248531
1.7069999999999999,3.857139016839689
1.7089999999999999,3.8571390204285465
1.7109999999999999,3.857139024015106
1.7129999999999999,3.8571390275993678
1.7149999999999999,3.8571390311813367
1.7169999999999999,3.8571390347610213
1.7189999999999999,3.8571390383384223
1.7209999999999999,3.857139041913543
1.7229999999999999,3.857139045486385
1.7249999999999999,3.85713904905695
1.7269999999999999,3.857139052625243
1.7289999999999999,3.8571390561912646
1.7309999999999999,3.8571390597550193
1.7329999999999999,3.8571390633165095
1.7349999999999999,3.857139066875735
1.7369999999999999,3.8571390704327
1.7389999999999999,3.8571390739874083
1.7409999999999999,3.8571390775398604
1.7429999999999999,3.857139081090057
1.7449999999999999,3.8571390846379963
1.7469999999999999,3.8571390881836813
1.7489999999999999,3.857139091727115
1.751,3.857139095268304
1.753,3.8571390988072483
1.755,3.857139102343954
1.757,3.857139105878431
1.759,3.8571391094106766
1.761,3.857139112940699
1.763,3.8571391164685007
1.765,3.857139119994075
1.767,3.857139123517429
1.769,3.857139127038556
1.771,3.8571391305574614
1.773,3.8571391340741417
1.775,3.857139137588596
1.777,3.8571391411008182
1.779,3.8571391446108088
1.781,3.857139148118568
1.783,3.8571391516240925
1.785,3.8571391551273835
1.787,3.8571391586284403
1.789,3.8571391621272646
1.791,3.857139165623856
1.793,3.857139169118209
1.795,3.8571391726103244
1.797,3.85713917610021
1.799,3.8571391795878647
1.801,3.8571391830732935
1.803,3.857139186556491
1.805,3.857139190037463
1.807,3.857139193516208
1.809,3.8571391969927276
1.811,3.8571392004670204
1.813,3.85713920393909
1.815,3.8571392074089386
1.817,3.8571392108765714
1.819,3.8571392143419794
1.821,3.8571392178051656
1.823,3.8571392212661286
1.825,3.857139224724867
1.827,3.857139228181381
1.829,3.8571392316356743
1.831,3.8571392350877436
1.833,3.8571392385375933
1.835,3.8571392419852177
1.837,3.857139245430622
1.839,3.857139248873807
1.841,3.857139252314772
1.843,3.8571392557535247
1.845,3.8571392591900686
1.847,3.857139262624408
1.849,3.8571392660565444
1.851,3.8571392694864812
1.853,3.857139272914217
1.855,3.857139276339757
1.857,3.857139279763103
1.859,3.85713928318425
1.861,3.8571392866032053
1.863,3.8571392900199775
1.865,3.8571392934345696
1.867,3.857139296846981
1.869,3.857139300257208
1.871,3.85713930366526
1.873,3.8571393070711326
1.875,3.8571393104748277
1.877,3.857139313876344
1.879,3.8571393172756885
1.881,3.857139320672861
1.883,3.857139324067861
1.885,3.8571393274606898
1.887,3.8571393308513358
1.889,3.857139334239801
1.891,3.8571393376260823
1.893,3.857139341010182
1.895,3.8571393443920994
1.897,3.857139347771828
1.899,3.857139351149358
1.901,3.8571393545246937
1.903,3.8571393578978337
1.905,3.8571393612687763
1.907,3.8571393646375203
1.909,3.8571393680040713
1.911,3.8571393713684277
1.913,3.857139374730584
1.915,3.8571393780905385
1.917,3.857139381448292
1.919,3.8571393848038515
1.9209999999999998,3.8571393881572065
1.9229999999999998,3.857139391508357
1.9249999999999998,3.8571393948573003
1.9269999999999998,3.8571393982040383
1.9289999999999998,3.857139401548571
1.9309999999999998,3.8571394048908982
1.9329999999999998,3.8571394082310264
1.9349999999999998,3.8571394115689537
1.9369999999999998,3.857139414904683
1.9389999999999998,3.8571394182382206
1.9409999999999998,3.8571394215695567
1.9429999999999998,3.8571394248986923
1.9449999999999998,3.857139428225634
1.9469999999999998,3.8571394315503778
1.9489999999999998,3.857139434872918
1.9509999999999998,3.857139438193258
1.9529999999999998,3.8571394415114058
1.9549999999999998,3.857139444827371
1.9569999999999999,3.8571394481411474
1.9589999999999999,3.8571394514527495
1.9609999999999999,3.8571394547621676
1.9629999999999999,3.8571394580694083
1.9649999999999999,3.8571394613744787
1.9669999999999999,3.8571394646773793
1.9689999999999999,3.857139467978108
1.9709999999999999,3.857139471276666
1.9729999999999999,3.857139474573058
1.9749999999999999,3.8571394778672814
1.9769999999999999,3.8571394811593405
1.9789999999999999,3.857139484449237
1.9809999999999999,3.8571394877369705
1.9829999999999999,3.857139491022545
1.9849999999999999,3.857139494305958
1.9869999999999999,3.8571394975872138
1.9889999999999999,3.8571395008663103
1.9909999999999999,3.8571395041432535
1.9929999999999999,3.857139507418038
1.9949999999999999,3.8571395106906645
1.9969999999999999,3.857139513961138
1.9989999999999999,3.857139517229463
2.001,3.857139520495636
2.003,3.8571395237596526
2.005,3.8571395270215163
2.007,3.8571395302812146
2.009,3.8571395335387524
2.011,3.8571395367941244
2.013,3.8571395400473367
2.015,3.857139543298397
2.017,3.857139546547307
